otherCatalogNumbers,extracted,nanodropConc,sequenced12S,sequencedCOI,catalogNumber,institutionCode,individualCount,basisOfRecord,preparations,typeStatus,taxonRank,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,eventRemarks,identificationQualifier,vernacularName,identifiedBy,identificationRemarks,associatedSequences,taxonRemarks,waterBody,locality,recordedBy,samplingProtocol,minimumDepthInMeters,continent,countryCode,country,stateProvince,county,decimalLatitude,decimalLongitude,geodeticDatum,eventDate
SEA0120,TRUE,165.8,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,labrax,"(Linnaeus, 1758)",NA,NA,Bass,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0121,TRUE,125.9,TRUE,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,labrax,"(Linnaeus, 1758)",NA,NA,Bass,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0122,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,labrax,"(Linnaeus, 1758)",NA,NA,Bass,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0123,,,,,NA,NA,1,TissueSample,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Moronidae,Dicentrarchus,labrax,"(Linnaeus, 1758)",NA,NA,Bass,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0124,TRUE,38.3,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Callionymus,lyra,"Linnaeus, 1758",NA,NA,Common dragonet,Rupert A. Collins,NA,NA,NA,River Test,Five trawls downriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,15,Europe,GB,United Kingdom,England,Hampshire,50.8872,-1.4062,WGS84,2017-06-13
SEA0125,TRUE,63.6,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Callionymus,lyra,"Linnaeus, 1758",NA,NA,Common dragonet,Rupert A. Collins,NA,NA,NA,River Test,Five trawls upriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,12,Europe,GB,United Kingdom,England,Hampshire,50.908,-1.4639,WGS84,2017-06-13
SEA0126,TRUE,84.1,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Callionymus,lyra,"Linnaeus, 1758",NA,NA,Common dragonet,Rupert A. Collins,NA,NA,NA,River Test,Five trawls upriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,12,Europe,GB,United Kingdom,England,Hampshire,50.908,-1.4639,WGS84,2017-06-13
SEA0127,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Callionymus,lyra,"Linnaeus, 1758",NA,NA,Common dragonet,Rupert A. Collins,NA,NA,NA,River Test,Five trawls upriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,12,Europe,GB,United Kingdom,England,Hampshire,50.908,-1.4639,WGS84,2017-06-13
SEA0128,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Callionymus,lyra,"Linnaeus, 1758",NA,NA,Common dragonet,Rupert A. Collins,NA,NA,NA,River Test,Five trawls upriver of Marchwood Power Station,Robin Somes | Rupert A. Collins,Bottom trawl,12,Europe,GB,United Kingdom,England,Hampshire,50.908,-1.4639,WGS84,2017-06-13
SEA0129,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Solea,solea,"(Linnaeus, 1758)",NA,NA,Dover sole,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-05-25
SEA0130,TRUE,62.9,TRUE,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae,Micrenophrys,lilljeborgii,(Collett 1875),NA,NA,Norway bullhead,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-05-25
SEA0131,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Callionymus,lyra,"Linnaeus, 1758",NA,NA,Common dragonet,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-05-25
SEA0132,TRUE,219,TRUE,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Symphodus,melops,"(Linnaeus, 1758)",NA,NA,Corkwing wrasse,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-05-25
SEA0133,TRUE,83,TRUE,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Aphia,minuta,"(Risso, 1810)",NA,NA,Transparent goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-05-25
SEA0134,TRUE,89.2,TRUE,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Aphia,minuta,"(Risso, 1810)",NA,NA,Transparent goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-05-25
SEA0135,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Aphia,minuta,"(Risso, 1810)",NA,NA,Transparent goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-05-25
SEA0136,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Aphia,minuta,"(Risso, 1810)",NA,NA,Transparent goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-05-25
SEA0137,TRUE,58.5,TRUE,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Pomatoschistus,,,NA,NEED TO CHECK IDs,Common goby?,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-05-25
SEA0138,TRUE,47.2,TRUE,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Pomatoschistus,,,NA,NEED TO CHECK IDs,Common goby?,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-05-25
SEA0139,TRUE,60.7,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Trisopterus,minutus,"(Linnaeus, 1758)",NA,NA,Poor cod,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-04-27
SEA0140,TRUE,60.9,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Buglossidium,luteum,"(Risso, 1810)",NA,NA,Solenette,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-03-23
SEA0141,TRUE,31.6,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,paganellus,"Linnaeus, 1758",NA,NA,Rock goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-03-23
SEA0142,TRUE,115.2,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,paganellus,"Linnaeus, 1758",NA,NA,Rock goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-03-23
SEA0143,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,paganellus,"Linnaeus, 1758",NA,NA,Rock goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-03-23
SEA0144,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,paganellus,"Linnaeus, 1758",NA,NA,Rock goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-03-23
SEA0145,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,paganellus,"Linnaeus, 1758",NA,NA,Rock goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-03-23
SEA0146,TRUE,80.3,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Perciformes,Trachinidae,Echiichthys,vipera,"(Cuvier, 1829)",NA,NA,Lesser weever,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-04-27
SEA0147,TRUE,24.6,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,niger,"Linnaeus, 1758",NA,NA,Black goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-03-23
SEA0148,TRUE,55,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,niger,"Linnaeus, 1758",NA,NA,Black goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-03-23
SEA0149,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,niger,"Linnaeus, 1758",NA,NA,Black goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-03-23
SEA0150,TRUE,36.9,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Pomatoschistus,pictus,"(Malm, 1865)",NA,NA,Painted goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-03-23
SEA0151,TRUE,21.7,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Pomatoschistus,pictus,"(Malm, 1865)",NA,NA,Painted goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-03-23
SEA0152,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Pomatoschistus,pictus,"(Malm, 1865)",NA,NA,Painted goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-03-23
SEA0153,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Pomatoschistus,pictus,"(Malm, 1865)",NA,NA,Painted goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-03-23
SEA0154,TRUE,139.6,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,acus,"(Linnaeus, 1758)",NA,NA,Greater pipefish,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-04-27
SEA0155,TRUE,77.6,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gasterosteiformes,Gasterosteidae,Pungitius,pungitius,"(Linnaeus, 1758)",NA,NA,Nine-spined stickleback,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-02-23
SEA0156,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,anguilla,"(Linnaeus, 1758)",NA,NA,European eel,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-02-23
SEA0157,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Pomatoschistus,,,NA,NEED TO CHECK IDs,Sand goby sp.?,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0158,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Pomatoschistus,,,NA,NEED TO CHECK IDs,Sand goby sp.?,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0159,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Pomatoschistus,,,NA,NEED TO CHECK IDs,Sand goby sp.?,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0160,TRUE,97.8,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,"Risso, 1810",NA,NA,Sand smelt,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0161,TRUE,103.6,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,"Risso, 1810",NA,NA,Sand smelt,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0162,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,"Risso, 1810",NA,NA,Sand smelt,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0163,TRUE,70.3,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,sprattus,"(Linnaeus, 1758)",NA,NA,Sprat,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0164,TRUE,123.4,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,sprattus,"(Linnaeus, 1758)",NA,NA,Sprat,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0165,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,sprattus,"(Linnaeus, 1758)",NA,NA,Sprat,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0166,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sprattus,sprattus,"(Linnaeus, 1758)",NA,NA,Sprat,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0167,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Aphia,minuta,"(Risso, 1810)",NA,NA,Transparent goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0168,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Aphia,minuta,"(Risso, 1810)",NA,NA,Transparent goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0169,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Aphia,minuta,"(Risso, 1810)",NA,NA,Transparent goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0170,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,"Linnaeus, 1758",NA,NA,Herring,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0171,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,"Linnaeus, 1758",NA,NA,Herring,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0172,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,"Linnaeus, 1758",NA,NA,Herring,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0173,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,paganellus,"Linnaeus, 1758",NA,NA,Rock goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0174,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,paganellus,"Linnaeus, 1758",NA,NA,Rock goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0175,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,paganellus,"Linnaeus, 1758",NA,NA,Rock goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0176,TRUE,72.1,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Trisopterus,luscus,"(Linnaeus, 1758)",NA,NA,Pouting,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0177,TRUE,1186.5,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Trisopterus,luscus,"(Linnaeus, 1758)",NA,NA,Pouting,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0178,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Trisopterus,luscus,"(Linnaeus, 1758)",NA,NA,Pouting,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0179,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,niger,"Linnaeus, 1758",NA,NA,Black goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
SEA0180,,,,,NA,NA,1,PreservedSpecimen,Frozen,Other material,species,Animalia,Chordata,Actinopterygii,Gobiiformes,Gobiidae,Gobius,niger,"Linnaeus, 1758",NA,NA,Black goby,Rupert A. Collins,NA,NA,NA,River Test,Marchwood Power Station outfall,Robin Somes | Rupert A. Collins,Collected sampling power station outfall,NA,Europe,GB,United Kingdom,England,Hampshire,50.9013,-1.4406,WGS84,2017-01-26
